timestamp,location,fuel_type,city,state,total_gallons_sold,delivery_count,delivery_volume,tank_count
2026-04-18 00:08:51,"0118 - Springfield, IL",Diesel,Springfield,IL,0.0,0,0.0,3
2026-04-18 00:08:51,"0118 - Springfield, IL",Unlead,Springfield,IL,3.0,0,0.0,1
2026-04-18 00:08:51,"0132 - Champaign, IL",Diesel,Champaign,IL,111.03319999999985,0,0.0,3
2026-04-18 00:08:51,"0132 - Champaign, IL",Unlead,Champaign,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0136 - Cottage Grove, WI",Diesel,Cottage Grove,WI,268.9210000000003,0,0.0,2
2026-04-18 00:08:51,"0136 - Cottage Grove, WI",Unlead,Cottage Grove,WI,0.0,0,0.0,1
2026-04-18 00:08:51,"0139 - Tuscola, IL",Diesel,Tuscola,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0139 - Tuscola, IL",Unlead,Tuscola,IL,0.0,0,0.0,2
2026-04-18 00:08:51,"0140 - Mendota, IL",Diesel,Mendota,IL,26.0,0,0.0,2
2026-04-18 00:08:51,"0140 - Mendota, IL",Unlead,Mendota,IL,0.0,0,0.0,2
2026-04-18 00:08:51,"0141 - Brazil, IN",Diesel,Brazil,IN,0.0,0,0.0,4
2026-04-18 00:08:51,"0141 - Brazil, IN",Unlead,Brazil,IN,19.0,0,0.0,1
2026-04-18 00:08:51,"0144 - Elk Run Height, IA",Diesel,Elk Run Height,IA,0.0,0,0.0,4
2026-04-18 00:08:51,"0144 - Elk Run Height, IA",Unlead,Elk Run Height,IA,16.640300000000025,0,0.0,2
2026-04-18 00:08:51,"0145 - Fenton, MO",Diesel,Fenton,MO,0.0,0,0.0,2
2026-04-18 00:08:51,"0145 - Fenton, MO",Unlead,Fenton,MO,0.0,0,0.0,1
2026-04-18 00:08:51,"0157 - Okawville, IL",Diesel,Okawville,IL,107.0,0,0.0,3
2026-04-18 00:08:51,"0157 - Okawville, IL",Unlead,Okawville,IL,12.380000000001019,0,0.0,1
2026-04-18 00:08:51,"0181 - Springfield, IL",Diesel,Springfield,IL,0.0,0,0.0,3
2026-04-18 00:08:51,"0181 - Springfield, IL",Unlead,Springfield,IL,14.229200000000219,0,0.0,1
2026-04-18 00:08:51,"0185 - McLean, IL",Diesel,McLean,IL,0.0,0,0.0,4
2026-04-18 00:08:51,"0185 - McLean, IL",Unlead,McLean,IL,6.664999999999964,0,0.0,1
2026-04-18 00:08:51,"0186 - Minonk, IL",Diesel,Minonk,IL,0.0,0,0.0,3
2026-04-18 00:08:51,"0186 - Minonk, IL",Unlead,Minonk,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0187 - Chicago, IL",Diesel,Chicago,IL,29.0,0,0.0,3
2026-04-18 00:08:51,"0187 - Chicago, IL",Unlead,Chicago,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0203 - Rockford, IL",Diesel,Rockford,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0203 - Rockford, IL",Unlead,Rockford,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0205 - South Beloit, IL",Diesel,South Beloit,IL,0.0,0,0.0,3
2026-04-18 00:08:51,"0205 - South Beloit, IL",Unlead,South Beloit,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0206 - Winnebago, IL",Diesel,Winnebago,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0206 - Winnebago, IL",Unlead,Winnebago,IL,15.0,0,0.0,1
2026-04-18 00:08:51,"0209 - Oakdale, WI",Diesel,Oakdale,WI,0.0,0,0.0,3
2026-04-18 00:08:51,"0209 - Oakdale, WI",Unlead,Oakdale,WI,0.0,0,0.0,1
2026-04-18 00:08:51,"0210 - Rochelle, IL",Diesel,Rochelle,IL,0.0,0,0.0,3
2026-04-18 00:08:51,"0210 - Rochelle, IL",Unlead,Rochelle,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0211 - Loves Park, IL",Diesel,Loves Park,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0211 - Loves Park, IL",Unlead,Loves Park,IL,0.0,0,0.0,1
2026-04-18 00:08:51,"0225 - Princeton, IL",Diesel,Princeton,IL,0.0,0,0.0,4
2026-04-18 00:08:51,"0225 - Princeton, IL",Unlead,Princeton,IL,0.0,0,0.0,2
2026-04-18 00:08:51,"0226 - Greenwood, IN",Diesel,Greenwood,IN,0.0,0,0.0,2
2026-04-18 00:08:51,"0226 - Greenwood, IN",Unlead,Greenwood,IN,0.0,0,0.0,2
2026-04-18 00:08:51,"0235 - Hampshire, IL",Diesel,Hampshire,IL,0.0,0,0.0,2
2026-04-18 00:08:51,"0235 - Hampshire, IL",Unlead,Hampshire,IL,0.0,0,0.0,2
2026-04-18 00:08:51,"0236 - East Troy, WI",Diesel,East Troy,WI,0.0,0,0.0,2
